Number of Genomes,10,15,30,50,70,200,400,600,800,1000
,,,,,,,,,GCA_000533015.1,GCA_000533015.1
,,,,,,,,,GCA_000533035.1,GCA_000533035.1
,,,,,,,,,GCA_000533055.1,GCA_000533055.1
,,,,,,,,,GCA_000533075.1,GCA_000533075.1
,,,,,,,,,GCA_000533095.1,GCA_000533095.1
,,,,,,,,,GCA_000533115.1,GCA_000533115.1
,,,,,,,,,GCA_000533135.1,GCA_000533135.1
,,,,,,,,,GCA_000533155.1,GCA_000533155.1
,,,,,,,,,GCA_000533175.1,GCA_000533175.1
,,,,,,,,,GCA_000533195.1,GCA_000533195.1
,,,,,,,,,GCA_000533215.1,GCA_000533215.1
,,,,,,,,,GCA_000533235.1,GCA_000533235.1
,,,,,,,,,GCA_000533255.1,GCA_000533255.1
,,,,,,,,,GCA_000533275.1,GCA_000533275.1
,,,,,,,,,GCA_000533295.1,GCA_000533295.1
,,,,,,,,,GCA_000533315.1,GCA_000533315.1
,,,,,,,,,GCA_000533335.1,GCA_000533335.1
,,,,,,,,,GCA_000533355.1,GCA_000533355.1
,,,,,,,,,GCA_000533375.1,GCA_000533375.1
,,,,,,,,,GCA_000533395.1,GCA_000533395.1
,,,,,,,,,GCA_000533415.1,GCA_000533415.1
,,,,,,,,,GCA_000533435.1,GCA_000533435.1
,,,,,,,,,GCA_000533455.1,GCA_000533455.1
,,,,,,,,,GCA_000533475.1,GCA_000533475.1
,,,,,,,,,GCA_000533495.1,GCA_000533495.1
,,,,,,,,,GCA_000533515.1,GCA_000533515.1
,,,,,,,,,GCA_000533535.1,GCA_000533535.1
,,,,,,,,,GCA_000533555.1,GCA_000533555.1
,,,,,,,,,GCA_000533575.1,GCA_000533575.1
,,,,,,,,,GCA_000533595.1,GCA_000533595.1
,,,,,,,,,GCA_000533615.1,GCA_000533615.1
,,,,,,,,,GCA_000533635.1,GCA_000533635.1
,,,,,,,,,GCA_000533655.1,GCA_000533655.1
,,,,,,,,,GCA_000533675.1,GCA_000533675.1
,,,,,,,,,GCA_000533695.1,GCA_000533695.1
,,,,,,,,,GCA_000533715.1,GCA_000533715.1
,,,,,,,,,GCA_000533735.1,GCA_000533735.1
,,,,,,,,,GCA_000533755.1,GCA_000533755.1
,,,,,,,,,GCA_000533775.1,GCA_000533775.1
,,,,,,,,,GCA_000533795.1,GCA_000533795.1
,,,,,,,,,GCA_000533815.1,GCA_000533815.1
,,,,,,,,,GCA_000533835.1,GCA_000533835.1
,,,,,,,,,GCA_000533855.1,GCA_000533855.1
,,,,,,,,,GCA_000533875.1,GCA_000533875.1
,,,,,,,,,GCA_000533895.1,GCA_000533895.1
,,,,,,,,,GCA_000533915.1,GCA_000533915.1
,,,,,,,,,GCA_000533935.1,GCA_000533935.1
,,,,,,,,,GCA_000533955.1,GCA_000533955.1
,,,,,,,,,GCA_000533975.1,GCA_000533975.1
,,,,,,,,,GCA_000533995.1,GCA_000533995.1
,,,,,,,,,GCA_000534015.1,GCA_000534015.1
,,,,,,,,,GCA_000534835.1,GCA_000534835.1
,,,,,,,,,GCA_000534855.1,GCA_000534855.1
,,,,,,,,,GCA_000534955.1,GCA_000534955.1
,,,,,,,,,GCA_000534975.1,GCA_000534975.1
,,,,,,,,,GCA_000534995.1,GCA_000534995.1
,,,,,,,,,GCA_000535015.1,GCA_000535015.1
,,,,,,,,,GCA_000535035.1,GCA_000535035.1
,,,,,,,,,GCA_000535055.1,GCA_000535055.1
,,,,,,,,,GCA_000535075.1,GCA_000535075.1
,,,,,,,,,GCA_000535095.1,GCA_000535095.1
,,,,,,,,,GCA_000535115.1,GCA_000535115.1
,,,,,,,,,GCA_000535135.1,GCA_000535135.1
,,,,,,,,,GCA_000535155.1,GCA_000535155.1
,,,,,,,,,GCA_000535175.1,GCA_000535175.1
,,,,,,,,,GCA_000535195.1,GCA_000535195.1
,,,,,,,,,GCA_000535215.1,GCA_000535215.1
,,,,,,,,,GCA_000535235.1,GCA_000535235.1
,,,,,,,,,GCA_000535255.1,GCA_000535255.1
,,,,,,,,,GCA_000535275.1,GCA_000535275.1
,,,,,,,,,GCA_000535295.1,GCA_000535295.1
,,,,,,,,,GCA_000535315.1,GCA_000535315.1
,,,,,,,,,GCA_000535335.1,GCA_000535335.1
,,,,,,,,,GCA_000535355.1,GCA_000535355.1
,,,,,,,,,GCA_000535375.1,GCA_000535375.1
,,,,,,,,,GCA_000535395.1,GCA_000535395.1
,,,,,,,,,GCA_000535415.1,GCA_000535415.1
,,,,,,,,,GCA_000535435.1,GCA_000535435.1
,,,,,,,,,GCA_000535455.1,GCA_000535455.1
,,,,,,,,,GCA_000535475.1,GCA_000535475.1
,,,,,,,,,GCA_000535495.1,GCA_000535495.1
,,,,,,,,,GCA_000535515.1,GCA_000535515.1
,,,,,,,,,GCA_000535535.1,GCA_000535535.1
,,,,,,,,,GCA_000535555.1,GCA_000535555.1
,,,,,,,,,GCA_000535575.1,GCA_000535575.1
,,,,,,,,,GCA_000535595.1,GCA_000535595.1
,,,,,,,,,GCA_000535615.1,GCA_000535615.1
,,,,,,,,,GCA_000535635.1,GCA_000535635.1
,,,,,,,,,GCA_000535655.1,GCA_000535655.1
,,,,,,,,,GCA_000535675.1,GCA_000535675.1
,,,,,,,,,GCA_000535695.1,GCA_000535695.1
,,,,,,,,,GCA_000535715.1,GCA_000535715.1
,,,,,,,,,GCA_000535735.1,GCA_000535735.1
,,,,,,,,,GCA_000535755.1,GCA_000535755.1
,,,,,,,,,GCA_000535775.1,GCA_000535775.1
,,,,,,,,,GCA_000535795.1,GCA_000535795.1
,,,,,,,,,GCA_000535815.1,GCA_000535815.1
,,,,,,,,,GCA_000535835.1,GCA_000535835.1
,,,,,,,,,GCA_000535855.1,GCA_000535855.1
,,,,,,,,,GCA_000535875.1,GCA_000535875.1
,,,,,,,,,GCA_000535895.1,GCA_000535895.1
,,,,,,,,,GCA_000535915.1,GCA_000535915.1
,,,,,,,,,GCA_000535935.1,GCA_000535935.1
,,,,,,,,,GCA_000535955.1,GCA_000535955.1
,,,,,,,,,GCA_000535975.1,GCA_000535975.1
,,,,,,,,,GCA_000535995.1,GCA_000535995.1
,,,,,,,,,GCA_000536015.1,GCA_000536015.1
,,,,,,,,,GCA_000536035.1,GCA_000536035.1
,,,,,,,,,GCA_000536055.1,GCA_000536055.1
,,,,,,,,,GCA_000536075.1,GCA_000536075.1
,,,,,,,,,GCA_000536095.1,GCA_000536095.1
,,,,,,,,,GCA_000536115.1,GCA_000536115.1
,,,,,,,,,GCA_000536135.1,GCA_000536135.1
,,,,,,,,,GCA_000536155.1,GCA_000536155.1
,,,,,,,,,,GCA_000536175.1
,,,,,,,,,,GCA_000536195.1
,,,,,,,,,,GCA_000536215.1
,,,,,,,,,,GCA_000536235.1
,,,,,,,,,,GCA_000536255.1
,,,,,,,,,,GCA_000536275.1
,,,,,,,,,,GCA_000536295.1
,,,,,,,,,,GCA_000536315.1
,,,,,,,,,,GCA_000536335.1
,,,,,,,,,,GCA_000536355.1
,,,,,,,,,,GCA_000536375.1
,,,,,,,,,,GCA_000536395.1
,,,,,,,,,,GCA_000536415.1
,,,,,,,,,,GCA_000536435.1
,,,,,,,,,,GCA_000536455.1
,,,,,,,,,,GCA_000536475.1
,,,,,,,,,,GCA_000536495.1
,,,,,,,,,,GCA_000536515.1
,,,,,,,,,,GCA_000536535.1
,,,,,,,,,,GCA_000536555.1
,,,,,,,,,,GCA_000536575.1
,,,,,,,,,,GCA_000536595.1
,,,,,,,,,,GCA_000536615.1
,,,,,,,,,,GCA_000536635.1
,,,,,,,,,,GCA_000536655.1
,,,,,,,,,,GCA_000536675.1
,,,,,,,,,,GCA_000536695.1
,,,,,,,,,,GCA_000536715.1
,,,,,,,,,,GCA_000536735.1
,,,,,,,,,,GCA_000536755.1
,,,,,,,,,,GCA_000536775.1
,,,,,,,,,,GCA_000536795.1
,,,,,,,,,,GCA_000536815.1
,,,,,,,,,,GCA_000536835.1
,,,,,,,,,,GCA_000536855.1
,,,,,,,,,,GCA_000536875.1
,,,,,,,,,,GCA_000536895.1
,,,,,,,,,,GCA_000536915.1
,,,,,,,,,,GCA_000536935.1
,,,,,,,,,,GCA_000536955.1
,,,,,,,,,,GCA_000536975.1
,,,,,,,,,,GCA_000536995.1
,,,,,,,,,,GCA_000537015.1
,,,,,,,,,,GCA_000537035.1
,,,,,,,,,,GCA_000537055.1
,,,,,,,,,,GCA_000537075.1
,,,,,,,,,,GCA_000537095.1
,,,,,,,,,,GCA_000537115.1
,,,,,,,,,,GCA_000537135.1
,,,,,,,,,,GCA_000537155.1
,,,,,,,,,,GCA_000537175.1
,,,,,,,,,,GCA_000537195.1
,,,,,,,,,,GCA_000537215.1
,,,,,,,,,,GCA_000537235.1
,,,,,,,,,,GCA_000537255.1
,,,,,,,,,,GCA_000537275.1
,,,,,,,,,,GCA_000537295.1
,,,,,,,,,,GCA_000537315.1
,,,,,,,,,,GCA_000537335.1
,,,,,,,,,,GCA_000537355.1
,,,,,,,,,,GCA_000537375.1
,,,,,,,,,,GCA_000537395.1
,,,,,,,,,,GCA_000537415.1
,,,,,,,,,,GCA_000537435.1
,,,,,,,,,,GCA_000537455.1
,,,,,,,,,,GCA_000537475.1
,,,,,,,,,,GCA_000537495.1
,,,,,,,,,,GCA_000537515.1
,,,,,,,,,,GCA_000537535.1
,,,,,,,,,,GCA_000537555.1
,,,,,,,,,,GCA_000537575.1
,,,,,,,,,,GCA_000537595.1
,,,,,,,,,,GCA_000537615.1
,,,,,,,,,,GCA_000537635.1
,,,,,,,,,,GCA_000537655.1
,,,,,,,,,,GCA_000537675.1
,,,,,,,,,,GCA_000537695.1
,,,,,,,,,,GCA_000537715.1
,,,,,,,,,,GCA_000537735.1
,,,,,,,,,,GCA_000537755.1
,,,,,,,,,,GCA_000537775.1
,,,,,,,,,,GCA_000537795.1
,,,,,,,,,,GCA_000537815.1
,,,,,,,,,,GCA_000537835.1
,,,,,,,,,,GCA_000537855.1
,,,,,,,,,,GCA_000537875.1
,,,,,,,,,,GCA_000537895.1
,,,,,,,,,,GCA_000537915.1
,,,,,,,,,,GCA_000537935.1
,,,,,,,,,,GCA_000537955.1
,,,,,,,,,,GCA_000537975.1
,,,,,,,,,,GCA_000537995.1
,,,,,,,,,,GCA_000538015.1
,,,,,,,,,,GCA_000538035.1
,,,,,,,,,,GCA_000538055.1
,,,,,,,,,,GCA_000538075.1
,,,,,,,,,,GCA_000538095.1
,,,,,,,,,,GCA_000538115.1
,,,,,,,,,,GCA_000538135.1
,,,,,,,,,,GCA_000538155.1
,,,,,,,,,,GCA_000538175.1
,,,,,,,,,,GCA_000538195.1
,,,,,,,,,,GCA_000538215.1
,,,,,,,,,,GCA_000538235.1
,,,,,,,,,,GCA_000538255.1
,,,,,,,,,,GCA_000538275.1
,,,,,,,,,,GCA_000538295.1
,,,,,,,,,,GCA_000538315.1
,,,,,,,,,,GCA_000538335.1
,,,,,,,,,,GCA_000538355.1
,,,,,,,,,,GCA_000538375.1
,,,,,,,,,,GCA_000538395.1
,,,,,,,,,,GCA_000538415.1
,,,,,,,,,,GCA_000538435.1
,,,,,,,,,,GCA_000538455.1
,,,,,,,,,,GCA_000538475.1
,,,,,,,,,,GCA_000538495.1
,,,,,,,,,,GCA_000538515.1
,,,,,,,,,,GCA_000538535.1
,,,,,,,,,,GCA_000538555.1
,,,,,,,,,,GCA_000538575.1
,,,,,,,,,,GCA_000538595.1
,,,,,,,,,,GCA_000538615.1
,,,,,,,,,,GCA_000538635.1
,,,,,,,,,,GCA_000538655.1
,,,,,,,,,,GCA_000538675.1
,,,,,,,,,,GCA_000538695.1
,,,,,,,,,,GCA_000538715.1
,,,,,,,,,,GCA_000538735.1
,,,,,,,,,,GCA_000538755.1
,,,,,,,,,,GCA_000538775.1
,,,,,,,,,,GCA_000538795.1
,,,,,,,,,,GCA_000538815.1
,,,,,,,,,,GCA_000538835.1
,,,,,,,,,,GCA_000538855.1
,,,,,,,,,,GCA_000538875.1
,,,,,,,,,,GCA_000538895.1
,,,,,,,,,,GCA_000538915.1
,,,,,,,,,,GCA_000538935.1
,,,,,,,,,,GCA_000538955.1
,,,,,,,,,,GCA_000538975.1
,,,,,,,,,,GCA_000538995.1
,,,,,,,,,,GCA_000539015.1
,,,,,,,,,,GCA_000539035.1
,,,,,,,,,,GCA_000539055.1
,,,,,,,,,,GCA_000539075.1
,,,,,,,,,,GCA_000539095.1
,,,,,,,,,,GCA_000539115.1
,,,,,,,,,,GCA_000539135.1
,,,,,,,,,,GCA_000539155.1
,,,,,,,,,,GCA_000539175.1
,,,,,,,,,,GCA_000539195.1
,,,,,,,,,,GCA_000539215.1
,,,,,,,,,,GCA_000539235.1
,,,,,,,,,,GCA_000539255.1
,,,,,,,,,,GCA_000539275.1
,,,,,,,,,,GCA_000539295.1
,,,,,,,,,,GCA_000539315.1
,,,,,,,,,,GCA_000539335.1
,,,,,,,,,,GCA_000539355.1
,,,,,,,,,,GCA_000539375.1
,,,,,,,,,,GCA_000539395.1
,,,,,,,,,,GCA_000539415.1
,,,,,,,,,,GCA_000539435.1
,,,,,,,,,,GCA_000539455.1
,,,,,,,,,,GCA_000539475.1
,,,,,,,,,,GCA_000539495.1
,,,,,,,,,,GCA_000539515.1
,,,,,,,,,,GCA_000539535.1
,,,,,,,,,,GCA_000539555.1
,,,,,,,,,,GCA_000539575.1
,,,,,,,,,,GCA_000539595.1
,,,,,,,,,,GCA_000539615.1
,,,,,,,,,,GCA_000539635.1
,,,,,,,,,,GCA_000539655.1
,,,,,,,,,,GCA_000539675.1
,,,,,,,,,,GCA_000539695.1
,,,,,,,,,,GCA_000539715.1
,,,,,,,,,,GCA_000539735.1
,,,,,,,,,,GCA_000539755.1
,,,,,,,,,,GCA_000539775.1
,,,,,,,,,,GCA_000539795.1
,,,,,,,,,,GCA_000539815.1
,,,,,,,,,,GCA_000539835.1
,,,,,,,,,,GCA_000539855.1
,,,,,,,,,,GCA_000539875.1
,,,,,,,,,,GCA_000539895.1
,,,,,,,,,,GCA_000539915.1
,,,,,,,,,,GCA_000539935.1
,,,,,,,,,,GCA_000539955.1
,,,,,,,,,,GCA_000539975.1
,,,,,,,,,,GCA_000539995.1
,,,,,,,,,,GCA_000540015.1
,,,,,,,,,,GCA_000540035.1
,,,,,,,,,,GCA_000540055.1
,,,,,,,,,,GCA_000540075.1
,,,,,,,,,,GCA_000540095.1
,,,,,,,,,,GCA_000540115.1
,,,,,,,,,,GCA_000540135.1
,,,,,,,,,,GCA_000540155.1